분류번호,사무명,사무개요,신청유형,단순/복합,수수료,수수료내역,보관기간,등록일자,적용일자,폐지일자,소관부처,담당부서
1541000-0026,원양어업관련사업 신고(변경신고),"원양어업 관련 신고자가 신고한 사항중 원양어업 관련종류 및 방법, 투자비율, 계약상대방 등을 변경시 신청하는 민원입니다,",신고,단순민원,수수료 없음,수수료 없음,5년,2013.04.02,2013.04.03,,해양수산부,원양산업과
1541000-0025,시험어업 신청,해외수역에서 새로운 어구 어법 또는 어장을 개발하기 위하여 시험어업을 하고자 하는 자는 시험어업계획을 수립하여 농식품부장관에게 시험어업 신청을 하는 민원입니다.,허가,단순민원,단일 수수료,2000원,5년,2013.04.03,2013.04.04,,해양수산부,원양산업과
1541000-0021,"원양어업 변경 신고(휴업, 휴업연장, 어업개시, 폐지)","원양어업허가를 받은 자가 어업을 변경하거나 휴업, 휴업연장, 어업개시 및 폐업하고자 할 때에 신고하는 민원입니다.",신고,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,원양산업과
1541000-0020,원양어업허가증 재발급 신청,원양어업허가를 받은 자가 허가증을 분실하거나 훼손한 경우에 재발급을 신청하는 민원입니다.,교부,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,원양산업과
1541000-0019,원양어업허가사항 변경신고,"원양어업허가를 받은 자가 허가사항 중 성명, 주소 등의 변경사항을 신고하고자 할 때 신청하는 민원입니다.",신고,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,원양산업과
1541000-0018,원양어업허가사항 변경허가 신청,"원양어업허가를 받은 자가 조업구역, 포획 채취물의 종류 등 허가사항의 변경허가를 받고자 신청하는 민원입니다.",허가,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,원양산업과
1541000-0017,원양어업허가 유예신청,원양어업허가를 받은 자가 선박이 침몰하거나 사용할 수 없거나 행방이 분명치 아니하여 원양어업 허가유예를 받고자 신청하는 민원입니다.,허가,단순민원,수수료 없음,수수료 없음,3년,2013.04.03,2013.04.04,,해양수산부,원양산업과
1541000-0016,수출입목재 열처리업 등록증 재발급 신청,"수출입목재 열처리업 등록증의 내용이 변경되는 경우, 등록증을 잃어버린 경우, 등록증이 헐어 못쓰게 되는 경우 또는 열처리업자 등의 지위를 승계한 경우에 열처리시설 소재지 지역본부장 또는 사무소장에게 신청하는 서식입니다.",등록,단순민원,수수료 없음,수수료 없음,10년,2013.01.31,2013.07.26,,농림축산식품부,식물방제과
1541000-0015,수출입목재 열처리업 등록신청,수출입목재 열처리업의 등록을 하고자 하는 자는 열처리시설 소재지 관할 국립식물검역원 지역본부장 또는 사무소장에게 신청하는 민원입니다.,등록,단순민원,수수료 없음,수수료 없음,10년,2012.11.20,2013.07.26,,농림축산식품부,식물방제과
1541000-0014,어업휴업(휴업연장)신고,어업권을 취득하여 어업을 하는 자가 계속하여 1년이상 휴업하려면 휴업기간을 정하여 시장.군수.구청장에게 신고하여야 한다 ※ 이 민원의 휴업신고서는 부가가치세법 시행령 제10조제1항에 의거 세무서에 제출하는 휴업·폐업신고서와 함께 세무서에 제출할 수 있습니다,신고,단순민원,수수료 없음,수수료 없음,5년,2013.04.03,2013.04.04,,해양수산부,어촌양식정책과
1541000-0013,육상해수양식어업 허가,"수산동식물의 번식,보호및 어업질서 유지를 위하여 필요하다고 인정되면 어업에 대하여 제한할 수 있다",허가,단순민원,조례별 수수료,조례로 결정,5년,2013.04.03,2013.04.04,,해양수산부,어촌양식정책과
1541000-0012,"위해요소중점관리기준(HACCP) 적용작업장(업소,농장) 정기심사신청",위해요소중점관리기준 업소 또는 농장에서 정기심사를 신청하고자 하는 경우 신청하는 민원,인증,단순민원,기타,축산물가공처리법 제41조 및 같은 법 시행규칙 제59조제2항에 따라 농림수산식품부장관이 정하는 수수료,5년,2013.04.05,2013.07.26,,농림축산식품부,운영지원과
1541000-0010,교육과정 인증 신청,교육과정 인증 신청,인증,단순민원,수수료 없음,수수료 없음,없음,2013.05.01,2013.05.02,,농림축산식품부,지역개발과
1541000-0009,농어촌체험·휴양마을 사업자 (변경)지정,농어촌 체험마을 또는 휴양마을 사업자 지정 또는 지정변경을 하고자 할 때 신청하는 민원입니다,지정,단순민원,수수료 없음,수수료 없음,없음,2013.05.01,2013.05.02,,농림축산식품부,지역개발과
1541000-0008,교육프로그램 인증 신청,도농교류 교육프로그램 인증 신청,인증,단순민원,수수료 없음,수수료 없음,없음,2013.05.01,2013.05.02,,농림축산식품부,지역개발과
1541000-0007,동물등록증 재발급,동물등록증을 잃어버리거나 헐어 못쓰게 된 경우에는 재발급 신청서를 시장·군수·구청장에게 제출하여 동물등록증을 재발급 신청,교부,단순민원,수수료 없음,수수료 없음,영구,2014.10.28,2013.05.02,,농림축산식품부,방역총괄과
1541000-0006,동물판매업(동물장묘업) 휴업(재개업·폐업) 신고,"동물판매업 및 동물장묘업의 휴업, 재개업 또는 폐업을 하려는 자는 시장,군수,구청장에게 신고 ※ 이 민원의 휴업·폐업신고서는 부가가치세법 시행령 제10조제1항에 의거 세무서에 제출하는 휴업·폐업신고서와 함께 세무서에 제출할 수 있습니다",신고,단순민원,수수료 없음,수수료 없음,영구,2013.05.01,2013.05.02,,농림축산식품부,방역총괄과
1541000-0005,동물장묘업 등록,"동물전용의 장례식장 화장장 또는 납골시설을 설치,운영하는 업을 하고자 하는 자는 시장,군수,구청장에게 동물장묘업을 등록",등록,단순민원,조례별 수수료,시도의 조례로 정하는 수수료,영구,2013.05.01,2013.05.02,,농림축산식품부,방역총괄과
1541000-0004,동물판매업 등록,등록대상동물(가정에서 반려의 목적으로 기르는 개)을 판매의 목적으로 생산 또는 수입하거나 이를 판매하는 업을 하고자 하는 자는 시장·군수·구청장에게 동물판매업을 등록,등록,단순민원,조례별 수수료,시도의 조례로 정하는 수수료,영구,2013.05.01,2013.05.02,,농림축산식품부,방역총괄과
1541000-0003,동물등록(신규·변경) 신청(신고),"시,도지사가 등록대상동물(가정에서 반려의 목적으로 기르는 개)의 보호와 유기방지 등을 위하여 필요하다고 인정하는 경우, 등록대상동물의 소유자로 하여금 소유자 주소지를 관할하는 시장군수구청장에게 소유자의 등록대상동물을 등록(등록사항이 변경된 경우 신고)",등록,단순민원,사례별 수수료,시도의 조례로 결정,영구,2013.05.02,2013.06.22,,농림축산식품부,방역총괄과
1541000-0002,동물판매업·동물장묘업 등록증 재발급,"동물판매업 및 동물장묘업 등록증을 잃어버리거나 헐어 못쓰게 되어 등록증을 재발급 받으려는 경우 시장,군수,구청장에게 재발급 신청",교부,단순민원,사례별 수수료,,영구,2013.05.01,2013.05.02,,농림축산식품부,방역총괄과
1541000-0001,동물판매업·동물장묘업 등록 변경신고,"동물판매업자 및 동물장묘업자가 등록중 영업장의 명칭 또는 상호, 영업장의 소재지를 변경하려는 경우 시장,군수,구청장에게 변경 신고",신고,단순민원,사례별 수수료,,영구,2013.05.01,2013.05.02,,농림축산식품부,방역총괄과
1540000-0001,국가공무원 임용시험 합격증명서 교부,임용시험합격자의 합격증명서를 발급받고자 할 때 신청하는 민원입니다.,증명,단순민원,사례별 수수료,"200원, 인터넷(전자민원) 발급시 무료",1년,2015.07.24,2015.07.24,,인사혁신처,채용관리과
1530000-0083,수상레저교육사업신고,"수상레저사업자가 수상레저기구로 교육사업을 하려는 경우 주소지를 관할하는 해양경찰서장 및 시장,군수,구청장에게 교육사업 신고를 하는 민원입니다.",신고,단순민원,수수료 없음,수수료 없음,10년,2014.06.18,2014.11.25,,국민안전처,수상레저과
1530000-0082,등록증(등록번호판)재발급,"수상레저 기구 등록증 또는 등록번호판이 훼손, 분실되었을 경우 재발급을 요청하는 민원입니다",기타,단순민원,단일 수수료,"등록증 및 등록번호판 재발급시 수수료는 1,500원이며(등록번호판비는 별도 13,500원입니다)",10년,2014.11.24,2014.11.25,,국민안전처,수상레저과
1530000-0081,수상레저기구 안전검사[개인용],등록대상 동력수상레저기구 소유자가 주소지를 관할하는 기초자치단체장에게 동력수상레저기구의 등록을 신청하기 위하여 먼저 안전검사대행기관에서 안전검사를 받는 민원입니다,검사,단순민원,사례별 수수료,검사업무대행지정기관에서 산출한 금액,3년,2014.11.24,2014.11.25,,국민안전처,수상레저과
1530000-0080,동력수상레저기구조종면허증 재발급,동력수상레저기구조종면허증의 재발급을 받고자 하는 경우 해양경찰서장에게 신청하는 민원입니다.,교부,단순민원,단일 수수료,"4,000원",10년,2014.11.24,2014.11.25,,국민안전처,수상레저과
1530000-0079,정비 및 원상복구명령 이행계획서,수상레저사업자가 등록관청의 안전점검에 따른 장비 또는 원상복구명령의 이행계획서를 등록관청에 제출하는 민원입니다.,신고,단순민원,수수료 없음,수수료 없음,3년,2014.11.24,2014.11.25,,국민안전처,수상레저과
1530000-0078,"수상레저사업신고(휴업, 폐업, 재개업)","수상레저사업등록자가 휴업 또는 폐업, 재개업을 하고자 하는 경우 사업등록관청에 신고하는 민원입니다. ※ 이 민원의 휴업·폐업신고서는 부가가치세법 시행령 제10조제1항에 의거 세무서에 제출하는 휴업·폐업신고서와 함께 세무서에 제출할 수 있습니다",신고,단순민원,사례별 수수료,"휴폐업 - 무료, 재개업 - 20,000원",3년,2012.02.21,2014.11.25,,국민안전처,수상레저과
1530000-0077,원거리수상레저활동신고,출발항으로부터 10해리 이상 떨어진 곳에서 수상레저활동을 하는 경우 해양경찰관서에 신고하는 민원입니다.,신고,단순민원,수수료 없음,수수료 없음,없음,2014.11.24,2014.11.25,,국민안전처,수상레저과
1530000-0075,해수면 유ㆍ도선사업 법인합병신고,유ㆍ도선사업의 면허를 받았거나 신고를 한 자가 그 사업을 양도하거나 유ㆍ도선사업자인 법인의 합병이 있는 때에는 양수인 또는 합병 후 존속하는 법인이나 합병에 의하여 설립되는 법인은 대통령령이 정하는 바에 의하여 관할관청의 장에게 신고하여야 한다.,신고,단순민원,수수료 없음,수수료 없음,없음,2014.11.24,2014.11.25,,국민안전처,해상안전과
1530000-0074,해수면 유ㆍ도선사업 상속신고,유ㆍ도선사업자가 사망한 경우 상속인이 그 유ㆍ도선사업을 계속하고자 하는 때에는 피상속인이 사망한 날부터 6월 이내에 대통령령이 정하는 바에 의하여 관할관청의 장에게 신고하여야 한다.,신고,단순민원,수수료 없음,수수료 없음,없음,2014.11.24,2014.11.25,,국민안전처,해상안전과
1530000-0073,해수면 유ㆍ도선사업 양도ㆍ양수신고,유ㆍ도선사업의 면허를 받았거나 신고를 한 자가 그 사업을 양도하거나 유ㆍ도선사업자인 법인의 합병이 있는 때에는 양수인 또는 합병 후 존속하는 법인이나 합병에 의하여 설립되는 법인은 대통령령이 정하는 바에 의하여 관할관청의 장에게 신고하여야 한다.,신고,단순민원,수수료 없음,수수료 없음,없음,2014.11.24,2014.11.25,,국민안전처,해상안전과
